,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,matara,5.9485,80.5353,80.91,84.0,66.0,8.43,LK,1619619202.0
276,vuktyl,63.8567,57.3094,41.94,82.0,100.0,1.45,RU,1619619202.0
277,buri,-23.7975,-48.5928,72.97,53.0,11.0,6.33,BR,1619619203.0
278,caledonia,44.3669,-65.0321,59.0,47.0,22.0,9.22,CA,1619619203.0
279,buala,-8.145,159.5921,78.44,83.0,82.0,3.29,SB,1619619203.0
280,lethem,3.3803,-59.7968,83.97,65.0,100.0,5.61,GY,1619619203.0
281,yumen,40.2833,97.2,64.87,9.0,99.0,27.11,CN,1619619203.0
282,cabrera,3.986,-74.4828,60.53,92.0,92.0,1.45,CO,1619619203.0
283,saint-philippe,-21.3585,55.7679,78.8,78.0,75.0,20.71,RE,1619619203.0
284,saint-pierre,46.7654,-56.1695,37.4,100.0,75.0,19.57,PM,1619619204.0
285,vallenar,-28.5708,-70.7581,67.6,52.0,0.0,3.62,CL,1619619204.0
286,karamea,,,,,,,NZ,
287,prince rupert,54.3161,-130.3201,46.4,81.0,90.0,11.5,CA,1619619204.0
288,rapar,23.5667,70.6333,91.26,37.0,0.0,11.9,IN,1619619204.0
289,ilulissat,69.2167,-51.1,35.6,75.0,20.0,3.44,GL,1619619204.0
290,bulawayo,-20.15,28.5833,78.12,32.0,100.0,6.53,ZW,1619619204.0
291,ostrovnoy,68.0531,39.5131,29.55,91.0,78.0,10.47,RU,1619619205.0
292,najran,17.4924,44.1277,78.8,47.0,75.0,11.5,SA,1619619205.0
293,odweyne,9.4092,45.064,81.52,48.0,96.0,11.74,SO,1619619205.0
294,cabo san lucas,22.8909,-109.9124,66.99,76.0,0.0,4.0,MX,1619618970.0
295,mocuba,-16.8392,36.9856,83.61,67.0,74.0,4.45,MZ,1619619205.0
296,palmer,42.1584,-72.3287,63.0,58.0,75.0,2.8,US,1619619205.0
297,lompoc,34.6391,-120.4579,51.01,93.0,0.0,4.61,US,1619619205.0
298,thinadhoo,0.5333,72.9333,83.62,62.0,23.0,3.29,MV,1619619057.0
299,comodoro rivadavia,-45.8667,-67.5,57.2,44.0,0.0,20.71,AR,1619618935.0
300,kamenskoye,,,,,,,RU,
301,fairbanks,64.8378,-147.7164,33.01,59.0,1.0,9.22,US,1619619206.0
302,alofi,-19.0595,-169.9187,80.6,89.0,100.0,8.05,NU,1619618934.0
303,calvinia,-31.4707,19.776,72.86,27.0,22.0,16.33,ZA,1619619206.0
304,ahipara,-35.1667,173.1667,53.85,77.0,39.0,6.85,NZ,1619619206.0
305,san lazaro,,,,,,,PY,
306,aktau,43.65,51.2,69.8,43.0,0.0,17.9,KZ,1619619207.0
307,key biscayne,25.6937,-80.1628,82.99,54.0,40.0,10.36,US,1619619207.0
308,san carlos de bariloche,-41.1456,-71.3082,57.2,77.0,75.0,13.8,AR,1619619207.0
309,sao francisco,-15.9486,-44.8644,90.5,36.0,8.0,3.31,BR,1619619207.0
310,itarema,-2.9248,-39.9167,86.22,64.0,45.0,11.52,BR,1619619208.0
311,arawa,-6.2132,155.5367,76.82,86.0,98.0,3.36,PG,1619619208.0
312,boende,-0.2167,20.8667,81.21,80.0,100.0,1.99,CD,1619619208.0
313,port lincoln,-34.7333,135.8667,63.0,64.0,7.0,4.63,AU,1619619208.0
314,cairns,-16.9167,145.7667,71.6,83.0,40.0,10.36,AU,1619619208.0
315,srednekolymsk,67.45,153.6833,24.21,97.0,100.0,2.06,RU,1619619208.0
316,mahina,-17.5065,-149.489,77.0,78.0,20.0,2.3,PF,1619619208.0
317,fukagawa,43.7081,142.0392,50.25,66.0,100.0,7.11,JP,1619619209.0
318,rungata,,,,,,,KI,
319,nebug,44.1714,39.0036,61.75,70.0,100.0,5.88,RU,1619619209.0
320,cagsiay,14.2167,121.75,77.88,75.0,87.0,9.4,PH,1619619209.0
321,neiafu,-18.65,-173.9833,77.0,94.0,90.0,6.91,TO,1619619209.0
322,peikang,,,,,,,TW,
323,manzanillo,20.3433,-77.1167,84.29,48.0,7.0,13.04,CU,1619619210.0
324,whitianga,-36.8333,175.7,54.0,80.0,94.0,1.99,NZ,1619619210.0
325,komsomolskiy,43.9783,46.6985,66.49,45.0,10.0,10.6,RU,1619619210.0
326,hammerfest,70.6634,23.6821,26.6,86.0,90.0,2.3,NO,1619619210.0
327,tuktoyaktuk,69.4541,-133.0374,14.0,79.0,75.0,10.36,CA,1619618836.0
328,nanortalik,60.1432,-45.2371,38.05,82.0,8.0,4.0,GL,1619619211.0
329,pacific grove,36.6177,-121.9166,51.01,87.0,1.0,4.61,US,1619618974.0
330,boca do acre,-8.7522,-67.3978,80.85,65.0,100.0,4.7,BR,1619619211.0
331,soe,-9.8607,124.284,63.3,88.0,34.0,2.71,ID,1619618936.0
332,kismayo,-0.3582,42.5454,84.99,68.0,5.0,14.94,SO,1619618938.0
333,cumra,37.5732,32.7745,78.8,19.0,75.0,6.91,TR,1619619211.0
334,carmen,18.6333,-91.8333,82.4,69.0,40.0,16.11,MX,1619619211.0
335,vicuna,-30.0319,-70.7081,57.2,82.0,0.0,6.91,CL,1619619212.0
336,khandyga,62.6667,135.6,31.68,98.0,100.0,2.13,RU,1619619212.0
337,lyuban,59.35,31.2167,39.0,22.0,73.0,5.97,RU,1619619212.0
338,san jeronimo,29.3707,-110.79,59.0,59.0,5.0,8.01,MX,1619619212.0
339,tiarei,-17.5333,-149.3333,77.0,78.0,20.0,2.3,PF,1619619212.0
340,ornskoldsvik,63.2909,18.7153,37.4,81.0,90.0,8.05,SE,1619619212.0
341,vila franca do campo,37.7167,-25.4333,60.8,72.0,20.0,13.8,PT,1619619212.0
342,jardim,-21.4803,-56.1381,76.5,30.0,30.0,3.98,BR,1619619212.0
343,palembang,-2.9167,104.7458,82.4,78.0,40.0,5.75,ID,1619619206.0
344,pitimbu,-7.4706,-34.8086,78.8,94.0,75.0,6.91,BR,1619619213.0
345,coquimbo,-29.9533,-71.3436,57.2,82.0,0.0,6.91,CL,1619619213.0
346,umzimvubu,,,,,,,ZA,
347,sao luiz gonzaga,-28.4083,-54.9608,64.27,46.0,0.0,5.77,BR,1619619213.0
348,vidim,56.4088,103.1106,24.98,87.0,8.0,4.14,RU,1619619213.0
349,yirol,,,,,,,SD,
350,mareeba,-17.0,145.4333,71.6,83.0,40.0,10.36,AU,1619619214.0
351,almeirim,-1.5233,-52.5817,85.42,62.0,31.0,4.9,BR,1619619214.0
352,champerico,14.3,-91.9167,77.0,83.0,90.0,11.5,GT,1619619214.0
353,kahului,20.8947,-156.47,66.99,100.0,1.0,4.61,US,1619619214.0
354,kjollefjord,70.9457,27.3465,28.4,74.0,75.0,9.22,NO,1619619215.0
355,vaitupu,,,,,,,WF,
356,beaverlodge,55.2166,-119.4361,19.4,86.0,75.0,3.44,CA,1619619215.0
357,mogadouro,41.3403,-6.7119,61.0,65.0,93.0,7.0,PT,1619619215.0
358,milkovo,54.7167,158.6167,30.81,93.0,100.0,6.53,RU,1619619215.0
359,brawley,32.9787,-115.5303,66.0,47.0,1.0,6.55,US,1619619215.0
360,nuuk,64.1835,-51.7216,39.2,75.0,40.0,1.14,GL,1619619215.0
361,bobo dioulasso,11.1771,-4.2979,93.2,55.0,0.0,10.36,BF,1619618967.0
362,henties bay,-22.116,14.2845,62.01,90.0,5.0,11.01,NA,1619619216.0
363,santona,43.4439,-3.4576,55.99,67.0,90.0,8.05,ES,1619619216.0
364,iwanai,42.9744,140.5089,49.21,91.0,100.0,5.48,JP,1619619023.0
365,liverpool,44.0335,-64.7155,62.6,42.0,48.0,11.5,CA,1619619216.0
366,okhotsk,59.3833,143.3,28.6,73.0,73.0,3.31,RU,1619619216.0
367,saint-louis,-21.2667,55.4167,78.8,78.0,75.0,20.71,RE,1619619117.0
368,cayenne,4.9333,-52.3333,81.0,94.0,75.0,8.05,GF,1619618950.0
369,namibe,-15.1961,12.1522,78.8,69.0,20.0,12.66,AO,1619619217.0
370,mnogovershinnyy,53.9353,139.9242,27.1,91.0,100.0,7.18,RU,1619619217.0
371,souillac,-20.5167,57.5167,75.2,94.0,75.0,12.66,MU,1619619217.0
372,loukhi,66.0764,33.0381,36.57,53.0,100.0,5.37,RU,1619619217.0
373,biryusinsk,55.9634,97.8235,37.87,85.0,69.0,12.03,RU,1619619217.0
374,morgan city,29.6994,-91.2068,79.0,83.0,75.0,10.36,US,1619619046.0
375,felidhoo,,,,,,,MV,
376,itacare,-14.2775,-38.9967,86.0,66.0,20.0,8.05,BR,1619619218.0
377,kande,9.9578,1.0447,91.4,43.0,40.0,6.91,TG,1619619218.0
378,lazaro cardenas,17.9583,-102.2,79.41,69.0,20.0,2.53,MX,1619619218.0
379,surt,31.2089,16.5887,96.53,19.0,91.0,12.33,LY,1619619218.0
380,whitley bay,55.0397,-1.4471,52.0,57.0,40.0,9.22,GB,1619619218.0
381,korla,41.7597,86.1469,71.64,19.0,1.0,6.89,CN,1619618937.0
382,uniara,26.15,75.2167,97.38,7.0,35.0,6.15,IN,1619619218.0
383,hamilton,32.2915,-64.778,66.2,63.0,40.0,3.44,BM,1619619219.0
384,chagda,,,,,,,RU,
385,west wendover,40.7391,-114.0733,48.2,46.0,1.0,5.75,US,1619619219.0
386,high level,58.5169,-117.136,12.2,85.0,20.0,1.07,CA,1619619219.0
387,buraydah,26.326,43.975,93.2,26.0,40.0,10.36,SA,1619619220.0
388,ruidoso,33.3317,-105.673,42.8,61.0,75.0,3.49,US,1619619220.0
389,ambon,-3.6954,128.1814,77.0,88.0,40.0,10.36,ID,1619618974.0
390,belyy yar,53.6039,91.3903,51.8,87.0,0.0,8.95,RU,1619619220.0
391,araouane,18.9048,-3.5265,108.88,6.0,85.0,14.23,ML,1619619220.0
392,bama,11.5221,13.6856,106.77,5.0,63.0,10.51,NG,1619619220.0
393,sentyabrskiy,,,,,,,RU,
394,colares,38.7992,-9.4469,64.0,88.0,75.0,12.66,PT,1619619221.0
395,saldanha,-33.0117,17.9442,69.8,49.0,2.0,18.41,ZA,1619618967.0
396,male,4.1748,73.5089,87.8,70.0,40.0,6.91,MV,1619618941.0
397,honiara,-9.4333,159.95,76.28,88.0,83.0,2.21,SB,1619618960.0
398,talcahuano,-36.7167,-73.1167,55.4,88.0,0.0,4.61,CL,1619619221.0
399,faanui,-16.4833,-151.75,81.34,71.0,32.0,11.36,PF,1619619221.0
400,gudur,14.1333,79.85,95.0,46.0,20.0,9.22,IN,1619619221.0
401,batsfjord,70.6345,29.7185,28.4,80.0,75.0,11.5,NO,1619619221.0
402,burnie,-41.0667,145.9167,53.01,87.0,94.0,8.72,AU,1619619009.0
403,kousseri,12.0769,15.0306,107.6,4.0,0.0,6.91,CM,1619619222.0
404,zhanaozen,43.3,52.8,79.97,30.0,100.0,6.02,KZ,1619618931.0
405,bolshoye sorokino,,,,,,,RU,
406,rehoboth,-23.3167,17.0833,83.66,16.0,18.0,16.28,NA,1619619223.0
407,sinnamary,5.3833,-52.95,79.83,82.0,83.0,5.91,GF,1619619223.0
408,grand centre,,,,,,,CA,
409,gobabis,-22.45,18.9667,82.63,20.0,38.0,8.68,NA,1619619223.0
410,tekirdag,40.978,27.5085,66.2,55.0,0.0,8.05,TR,1619619223.0
411,muravlenko,63.7898,74.523,33.33,99.0,99.0,6.8,RU,1619619223.0
412,huilong,31.8111,121.655,66.99,86.0,100.0,7.67,CN,1619619223.0
413,weihai,37.5017,122.1136,51.71,81.0,52.0,10.65,CN,1619619224.0
414,santa eulalia del rio,,,,,,,ES,
415,clyde river,70.4692,-68.5914,17.6,79.0,1.0,4.25,CA,1619619224.0
416,dayton,39.7589,-84.1916,71.01,60.0,90.0,14.97,US,1619619224.0
417,broken hill,-31.95,141.4333,57.2,41.0,0.0,5.75,AU,1619619172.0
418,fortuna,40.5982,-124.1573,45.0,100.0,1.0,5.75,US,1619619218.0
419,shelburne,44.0787,-80.2041,48.0,83.0,100.0,11.05,CA,1619619225.0
420,erenhot,43.6475,111.9767,46.44,22.0,14.0,12.15,CN,1619619225.0
421,taywarah,33.35,64.4167,57.36,35.0,96.0,6.31,AF,1619619225.0
422,yaan,,,,,,,CN,
423,manhattan,40.7834,-73.9662,64.99,51.0,1.0,4.61,US,1619619207.0
424,alihe,50.5667,123.7167,34.02,63.0,43.0,2.04,CN,1619619023.0
425,nyurba,63.2842,118.3319,19.15,91.0,10.0,1.03,RU,1619619226.0
426,seoul,37.5683,126.9778,55.4,71.0,0.0,8.05,KR,1619618964.0
427,russell,-35.2613,174.1236,48.0,91.0,0.0,1.01,NZ,1619619226.0
428,chapais,49.7834,-74.8492,50.0,46.0,1.0,8.05,CA,1619619226.0
429,yakovlevka,44.425,133.4772,41.09,91.0,23.0,5.28,RU,1619619227.0
430,sal rei,16.1833,-22.9167,77.0,57.0,20.0,13.8,CV,1619619227.0
431,shumskiy,54.8318,99.1328,36.01,86.0,73.0,6.8,RU,1619619227.0
432,littleton,39.6133,-105.0166,42.01,97.0,90.0,8.05,US,1619619227.0
433,taguatinga,-12.3857,-46.5711,87.33,50.0,29.0,4.12,BR,1619619227.0
434,cumaribo,,,,,,,CO,
435,san miguel el alto,21.0167,-102.35,68.74,32.0,5.0,5.91,MX,1619619227.0
436,khani,,,,,,,RU,
437,ulladulla,-35.35,150.4667,53.01,100.0,89.0,1.14,AU,1619618953.0
438,rodrigues alves,-7.738,-72.6509,78.13,68.0,93.0,3.67,BR,1619619228.0
439,yulara,-25.2406,130.9889,60.8,33.0,0.0,5.75,AU,1619619228.0
440,lasa,,,,,,,CN,
441,leningradskiy,69.3833,178.4167,12.61,87.0,94.0,7.2,RU,1619619228.0
442,livermore,37.6819,-121.768,46.99,76.0,1.0,1.36,US,1619619228.0
443,zhanatas,,,,,,,KZ,
444,ambilobe,-13.2,49.05,79.5,80.0,90.0,1.48,MG,1619619229.0
445,bairiki,1.3292,172.9752,80.6,89.0,40.0,1.14,KI,1619619229.0
446,kutum,14.2,24.6667,92.5,6.0,47.0,6.96,SD,1619619229.0
447,monte azul,-15.155,-42.8747,89.67,32.0,39.0,4.59,BR,1619619229.0
448,salalah,17.0151,54.0924,86.0,74.0,75.0,9.22,OM,1619618984.0
449,wanning,18.8003,110.3967,77.94,83.0,97.0,1.12,CN,1619619229.0
450,biak,-0.9131,122.8766,77.58,80.0,95.0,1.32,ID,1619619230.0
451,arman,59.7,150.1667,24.1,91.0,14.0,5.21,RU,1619619230.0
452,svetlogorsk,54.9399,20.1548,51.8,50.0,20.0,8.95,RU,1619619230.0
453,lavrentiya,65.5833,-171.0,16.84,90.0,14.0,7.83,RU,1619619230.0
454,richards bay,-28.783,32.0377,75.38,71.0,16.0,8.43,ZA,1619619230.0
455,ovalle,-30.5983,-71.2003,66.07,65.0,0.0,1.88,CL,1619619230.0
456,aripuana,-9.1667,-60.6333,82.11,66.0,98.0,4.09,BR,1619618931.0
457,kulhudhuffushi,6.6221,73.07,84.51,71.0,81.0,6.29,MV,1619619054.0
458,candolim,15.5181,73.7626,86.0,66.0,0.0,6.91,IN,1619619231.0
459,alcaudete,37.5909,-4.0824,68.0,62.0,100.0,5.01,ES,1619619231.0
460,makat,47.6469,53.3463,59.18,43.0,50.0,5.61,KZ,1619619231.0
461,gat,,,,,,,LY,
462,chernyshevskiy,63.0128,112.4714,15.85,92.0,13.0,1.59,RU,1619619231.0
463,north myrtle beach,33.816,-78.68,77.0,68.0,1.0,13.8,US,1619619091.0
464,goderich,,,,,,,SL,
465,llanes,43.4198,-4.7549,54.0,99.0,100.0,3.0,ES,1619619232.0
466,baykit,61.67,96.37,36.18,85.0,100.0,5.95,RU,1619619232.0
467,khuzdar,27.7384,66.6434,85.75,10.0,75.0,14.67,PK,1619619232.0
468,arua,3.0201,30.9111,80.67,52.0,66.0,6.87,UG,1619619232.0
469,harlingen,53.1748,5.4224,57.0,50.0,90.0,18.41,NL,1619619232.0
470,dir,35.2058,71.8756,64.96,53.0,75.0,7.4,PK,1619619232.0
471,beloha,-25.1667,45.05,82.47,51.0,8.0,11.41,MG,1619619233.0
472,andenes,69.3143,16.1194,35.6,69.0,40.0,12.66,NO,1619619233.0
473,haines junction,60.7522,-137.5108,15.8,86.0,84.0,2.55,CA,1619619233.0
474,ferrol,43.4832,-8.2369,57.0,75.0,80.0,17.0,ES,1619619017.0
475,luderitz,-26.6481,15.1594,69.21,66.0,0.0,20.6,NA,1619619012.0
476,meulaboh,4.1363,96.1285,79.9,85.0,100.0,1.7,ID,1619619233.0
477,pahrump,36.2083,-115.9839,59.0,25.0,0.0,8.01,US,1619619233.0
478,bilibino,68.0546,166.4372,2.16,99.0,54.0,3.51,RU,1619619233.0
479,pochutla,15.7432,-96.4661,81.0,73.0,20.0,11.5,MX,1619619234.0
480,dunedin,-45.8742,170.5036,52.0,88.0,100.0,1.01,NZ,1619619234.0
481,cururupu,-1.8283,-44.8683,88.34,57.0,100.0,4.47,BR,1619619234.0
482,guerrero negro,27.9769,-114.0611,57.51,70.0,2.0,15.41,MX,1619619234.0
483,seminole,28.7086,-81.2081,78.01,60.0,1.0,12.66,US,1619619234.0
484,kilindoni,-7.9139,39.6668,80.47,82.0,58.0,13.85,TZ,1619619234.0
485,atar,20.5169,-13.0499,98.44,15.0,18.0,8.01,MR,1619619234.0
486,petropavlovsk-kamchatskiy,53.0452,158.6483,39.2,87.0,75.0,8.95,RU,1619619234.0
487,tidore,,,,,,,ID,
488,beira,-19.8436,34.8389,82.4,78.0,20.0,10.89,MZ,1619619235.0
489,rawson,-43.3002,-65.1023,63.14,36.0,100.0,12.37,AR,1619619235.0
490,lagoa,39.05,-27.9833,58.95,78.0,76.0,16.69,PT,1619619235.0
491,fare,-16.7,-151.0167,81.28,72.0,10.0,10.02,PF,1619619235.0
492,bambanglipuro,-7.95,110.2833,78.26,72.0,100.0,4.56,ID,1619619235.0
493,metro,-5.1131,105.3067,75.88,90.0,100.0,5.03,ID,1619619235.0
494,gangotri,,,,,,,IN,
495,zyryanka,65.75,150.85,23.18,96.0,100.0,4.45,RU,1619619236.0
496,rahatgarh,23.7833,78.3667,96.35,7.0,1.0,4.74,IN,1619619236.0
497,chifeng,42.2683,118.9636,50.59,23.0,100.0,6.78,CN,1619619201.0
498,skjervoy,70.0311,20.9714,28.4,93.0,90.0,6.91,NO,1619619236.0
499,sterling,39.0062,-77.4286,80.6,41.0,75.0,6.91,US,1619619236.0
500,berlevag,70.8578,29.0864,28.38,68.0,100.0,12.55,NO,1619619236.0
501,turbo,8.0937,-76.7269,77.47,87.0,100.0,5.17,CO,1619619236.0
502,labutta,,,,,,,MM,
503,meadow lake,54.1335,-108.4347,23.0,63.0,90.0,4.61,CA,1619619237.0
504,dawei,14.0833,98.2,77.32,90.0,66.0,2.3,MM,1619619237.0
505,kindu,-2.95,25.95,91.42,45.0,87.0,3.76,CD,1619619237.0
506,inongo,-1.95,18.2667,79.68,79.0,99.0,3.98,CD,1619619237.0
507,la paz,24.1667,-110.3,59.0,77.0,1.0,11.5,MX,1619619237.0
508,innisfail,-17.5333,146.0333,69.78,90.0,45.0,3.47,AU,1619619237.0
509,kinsale,51.7075,-8.5306,48.99,57.0,75.0,14.97,IE,1619619238.0
510,bokspits,,,,,,,BW,
511,krasnoslobodsk,48.7072,44.5714,48.2,76.0,75.0,6.71,RU,1619619238.0
512,solnechnyy,50.7214,136.6319,42.94,94.0,100.0,2.75,RU,1619619238.0
513,lat yao,15.751,99.7893,82.0,92.0,94.0,4.0,TH,1619619239.0
514,nishihara,26.1842,127.7558,73.4,83.0,40.0,5.75,JP,1619619239.0
515,tura,64.2833,100.25,30.09,81.0,46.0,5.95,RU,1619619239.0
516,ekibastuz,51.6667,75.3667,63.21,48.0,28.0,9.73,KZ,1619619239.0
517,tandur,17.2333,77.5833,92.01,28.0,71.0,14.32,IN,1619619239.0
518,gossas,14.4912,-16.0642,102.54,12.0,93.0,10.04,SN,1619619239.0
519,ponta do sol,17.1994,-25.0919,78.8,53.0,40.0,12.66,CV,1619618830.0
520,camabatela,-8.1881,15.375,79.34,55.0,92.0,4.92,AO,1619619240.0
521,methoni,36.8197,21.7049,75.2,43.0,40.0,8.05,GR,1619619240.0
522,shimoda,34.6667,138.95,66.0,77.0,86.0,11.32,JP,1619619190.0
523,fenoarivo atsinanana,-17.3667,49.4167,76.86,87.0,14.0,10.83,MG,1619619240.0
524,ayr,-19.5833,147.4,66.0,1.0,13.0,7.09,AU,1619619240.0
525,garowe,8.4054,48.4845,89.89,41.0,95.0,11.88,SO,1619619240.0
526,tigil,57.8,158.6667,22.28,98.0,98.0,3.53,RU,1619619240.0
527,zyryanskoye,56.8306,86.6258,44.91,88.0,100.0,18.57,RU,1619619241.0
528,umred,20.85,79.3333,95.0,12.0,20.0,2.3,IN,1619619241.0
529,belmonte,-15.8631,-38.8828,82.4,65.0,40.0,9.22,BR,1619619241.0
530,hobyo,5.3505,48.5268,86.07,64.0,26.0,11.56,SO,1619619241.0
531,guadalupe y calvo,26.1,-106.9667,46.74,83.0,51.0,9.51,MX,1619619241.0
532,bandarbeyla,9.4942,50.8122,85.28,71.0,13.0,11.95,SO,1619619241.0
533,yashan,22.1975,109.9419,68.04,87.0,54.0,7.54,CN,1619619241.0
534,hofn,64.2539,-15.2082,42.8,49.0,20.0,23.02,IS,1619619242.0
535,esfarayen,37.0765,57.5101,78.8,34.0,75.0,20.71,IR,1619619242.0
536,grindavik,63.8424,-22.4338,46.4,61.0,0.0,18.41,IS,1619619242.0
537,naryan-mar,67.6713,53.087,28.08,66.0,100.0,5.5,RU,1619619242.0
538,bereda,,,,,,,SO,
539,thongwa,16.7619,96.5278,86.0,70.0,40.0,8.05,MM,1619619243.0
540,nabire,-3.3667,135.4833,77.23,89.0,89.0,3.51,ID,1619619037.0
541,santa ines,-3.6667,-45.38,88.36,62.0,56.0,1.52,BR,1619619243.0
542,kegayli,,,,,,,UZ,
543,luba,3.4568,8.5547,82.4,74.0,75.0,8.05,GQ,1619619243.0
544,vanderhoof,54.0166,-124.0198,40.96,82.0,100.0,2.59,CA,1619619243.0
545,thomaston,32.8882,-84.3266,69.8,73.0,1.0,3.44,US,1619619243.0
546,ostashkov,57.1467,33.1075,40.17,72.0,92.0,9.66,RU,1619619244.0
547,rosetta,31.4044,30.4164,78.8,53.0,0.0,9.22,EG,1619619244.0
548,noshiro,40.2039,140.0242,55.4,100.0,75.0,3.44,JP,1619619183.0
549,ingham,-18.65,146.1667,69.15,91.0,71.0,6.8,AU,1619619244.0
